country_code,country_N,Immigrant_National,Emigrant_National,cosine_ratio,prop_Emigrant,prop_Immigrant,prop_National,prop_ratio
Åland Islands,1187,0.33809877943729566,0.5283997169274823,0.6398542024270168,0.7304128053917439,0.2451558550968829,0.02443133951137321,0.3356401384083045
Albania,4076,0.3958379584766626,0.3441419218680834,1.1502172020425787,0.22031403336604513,0.3810107948969578,0.39867517173699707,1.7293986636971048
Algeria,39169,0.45925461504492304,0.44028556163547505,1.04308352365448,0.09931323240317598,0.09229237407133192,0.8083943935254921,0.929305912596401
Antigua & Barbuda,1025,0.08599177440048879,0.2050040442138626,0.4194637951180181,0.848780487804878,0.13853658536585367,0.012682926829268294,0.1632183908045977
Argentina,146913,0.8207191977576427,0.745942550123299,1.1002445129614655,0.2161279124379735,0.09195237997998816,0.6919197075820384,0.42545351473922904
Armenia,13885,0.2061404038195419,0.35715132809819383,0.5771794407631783,0.3176089305005402,0.08224702916816709,0.6001440403312928,0.2589569160997732
Australia,1139552,0.866095870553456,0.8514228795415153,1.0172334939129684,0.1754891395916992,0.28322621521440006,0.5412846451939007,1.6139244620685171
Austria,279289,0.7726939451312971,0.7417012957049935,1.041785890904835,0.25929771670205415,0.23262283870829142,0.5080794445896545,0.8971264447175465
Azerbaijan,7301,0.6305362508336797,0.6166827260426134,1.022464590308808,0.09710998493357074,0.12094233666621011,0.7819476784002192,1.2454160789844853
Bahamas,1294,0.12149915113242314,0.3684195790980209,0.3297847292206404,0.437403400309119,0.30525502318392583,0.25734157650695516,0.6978798586572439
Bahrain,2451,0.5711257644467692,0.24288853312158254,2.3513903975074903,0.1799265605875153,0.4814361485108119,0.33863729090167277,2.675736961451247
Bangladesh,57420,0.9073897914016325,0.23344107699744884,3.8870185276413407,0.25520724486241725,0.20903866248693834,0.5357540926506443,0.8190937627951413
Barbados,1507,0.048044440082384274,0.4832267490783268,0.09942421476878278,0.37027206370272064,0.30059721300597214,0.3291307232913072,0.8118279569892474
Belarus,19518,0.5569413030573389,0.7493028231742209,0.743279333578387,0.21462239983604878,0.058561328004918534,0.7268162721590327,0.27285748388636905
Belgium,391422,0.7434566115309312,0.7756218864243085,0.9585296966777688,0.2284950769246491,0.2024720123038562,0.5690329107714946,0.8861110489948344
Benin,4668,0.5086126803075894,0.4936080425584013,1.0303978794012718,0.20586975149957154,0.2712082262210797,0.5229220222793488,1.3173777315296566
Bermuda,1302,0.637308148545557,0.24659215237952867,2.584462410485308,0.5468509984639017,0.31259600614439326,0.14055299539170507,0.5716292134831461
Bolivia,3409,0.8766855659838682,0.7007777727195749,1.2510179405114852,0.3264887063655031,0.26400704018773835,0.40950425344675856,0.8086253369272237
Bosnia & Herzegovina,7964,0.3798133772786625,0.3119945452428725,1.2173718517514347,0.22287795077850325,0.17164741336012054,0.6054746358613762,0.7701408450704226
Botswana,5785,0.5244040303062695,0.6220129709353909,0.8430757151537598,0.2435609334485739,0.38271391529818494,0.37372515125324113,1.5713271823988644
Brazil,828726,0.8518313535263423,0.8138813336365539,1.046628443633449,0.13404671749166794,0.07700011825380162,0.7889531642545304,0.5744274809160306
Brunei,2235,0.34037239702486893,0.41628379893971396,0.8176450726446876,0.0912751677852349,0.6854586129753915,0.2232662192393736,7.509803921568627
Bulgaria,39108,0.7339701710788459,0.8210660233951582,0.8939234484991041,0.2746752582591797,0.12294159762708397,0.6023831441137363,0.4475889033699497
Burkina Faso,6582,0.7145990311359393,0.72994846697064375,0.9789718911275941,0.28866605894864783,0.18960802187784867,0.5217259191735035,0.6568421052631579
Cambodia,3784,0.8623032040140528,0.6204063903990432,1.389900583485967,0.19741014799154333,0.3977272727272727,0.4048625792811839,2.0147255689424366
Cameroon,16469,0.7341008697063245,0.864477643567342,0.8491843313344617,0.28107353209059444,0.16115125387090898,0.5577752140384966,0.5733419745085332
Canada,1288629,0.9019042158695247,0.8139854870804833,1.1080101920543803,0.24380873005341336,0.23184485216458733,0.5243464177819993,0.9509292473398923
Chile,113642,0.5790867267701097,0.7212224743984776,0.8029238512749987,0.17631685468400768,0.23639147498284085,0.5872916703331514,1.3407196686130658
China,4610029,0.9204186927562766,0.902134866280391,1.020267287253038,0.10142647692671782,0.10829237733645493,0.7902811457368273,1.0676933737400525
Colombia,71464,0.36663240047142387,0.8239913615985482,0.44494689818125616,0.25292454942348597,0.21925724840479122,0.5278182021717228,0.8668879668049791
Congo - Brazzaville,1745,0.43485949997246465,0.6462035482163156,0.6729450823549117,0.31919770773638967,0.3495702005730659,0.3312320916905444,1.095152603231598
Congo - Kinshasa,3475,0.5260480209132984,0.6244030697491404,0.8424814777490491,0.2454676258992806,0.24086330935251798,0.5136690647482014,0.9812426729191089
Costa Rica,8890,0.6520899835929316,0.636173758913634,1.0250186752538755,0.2692913385826772,0.25230596175478065,0.4784026996625422,0.9369256474519632
Côte d’Ivoire,5086,0.6397212490158513,0.3983619030135975,1.6058795888270856,0.2034998033818325,0.26602438065277234,0.5304758159653952,1.3072463768115943
Croatia,46901,0.6296110611500656,0.44059587520656557,1.4289989910933316,0.15319502782456665,0.08044604592652609,0.7663589262489072,0.5251217814892136
Cuba,16089,0.6707346009033137,0.6527119515650025,1.0276119493370675,0.4955559699173348,0.057181925539188265,0.4472621045434769,0.11538943935783269
Cyprus,21648,0.736357236266351,0.6022640511971942,1.2226484957928392,0.12287509238728751,0.5688285291943829,0.30829637841832963,4.629323308270677
Czechia,174116,0.7611872857938248,0.5996524716005045,1.269380719405984,0.13254956465804407,0.17883479978864664,0.6886156355533093,1.3491919060617876
Denmark,268830,0.710423109716205,0.719867165189445,0.9868808358959467,0.1628092102815906,0.2552840084811963,0.5819067812372131,1.5679948821056482
Dominican Republic,1185,0.25411501935102393,0.21970337657265204,1.156627737430301,0.3333333333333333,0.2641350210970464,0.40253164556962023,0.7924050632911392
Ecuador,11865,0.5764813374440969,0.6215333674613579,0.9275147041561498,0.22334597555836494,0.4488832701222082,0.32777075431942687,2.009811320754717
Egypt,175730,0.6896427028314448,0.9208236738186191,0.7489411083139554,0.1991179650600353,0.19375177829624993,0.6071302566437148,0.9730502129118915
El Salvador,2307,0.14543456354289305,0.22146408122727632,0.6566959424613945,0.5700043346337235,0.24100563502384048,0.18899003034243606,0.42281368821292775
Estonia,27385,0.09559590399320907,0.47429672388667554,0.2015529502498734,0.19580062077779806,0.17407339784553588,0.6301259813766661,0.8890339425587468
Ethiopia,19328,0.8919669126591049,0.7990594995076826,1.1162709575553065,0.24870653973509935,0.2250103476821192,0.5262831125827815,0.9047222800083211
Fiji,2606,0.27373369110546875,0.39282564644926693,0.6968325351965562,0.3142747505755948,0.3054489639293937,0.3802762854950115,0.9719169719169719
Finland,219591,0.8053427476529956,0.6314160908940867,1.2754549009237766,0.18815434148029747,0.17198792300230883,0.6398577355173937,0.9140789505530411
France,1249805,0.7937462239153613,0.7707474389618303,1.0298395866024668,0.23548713599321494,0.16893355363436696,0.5955793103724181,0.7173791167906277
French Guiana,3302,0.8257048350141305,0.8725043696746141,0.9463618334909466,0.5087825560266506,0.33949121744397337,0.15172622652937615,0.6672619047619047
French Polynesia,1361,0.732178286121468,0.6923703688772078,1.0574951197129006,0.17119764878765614,0.5833945628214549,0.24540778839088906,3.407725321888412
Gabon,2974,0.8726219605435893,0.7139744090688569,1.2222034143795653,0.3409549428379287,0.3214525891055817,0.33759246805648957,0.9428007889546351
Gambia,3258,0.872229320295269,0.7245370162236326,1.2038436970983553,0.334561080417434,0.39134438305709024,0.2740945365254758,1.1697247706422018
Georgia,7966,0.6802794959686855,0.6942323460901182,0.9799017573871134,0.17311072056239016,0.21604318353000251,0.6108460959076073,1.2480058013052937
Germany,1979964,0.9037165794370109,0.9429214392265836,0.9584219234406953,0.23552751464168034,0.18970496433268483,0.5747675210256348,0.8054471454058876
Ghana,18865,0.7950220753987375,0.7253386555095463,1.0960701864706754,0.16305327325735489,0.26567717996289425,0.5712695467797508,1.6293888166449935
Greece,252177,0.7698944471530573,0.8622567565601106,0.8928830551870377,0.29223521574132455,0.10616749346689032,0.6015972907917851,0.3632946604247235
Grenada,4317,0.4388814280314853,0.19772279953443334,2.219680426662451,0.44892286309937457,0.4739402362751911,0.07713690062543432,1.0557275541795665
Guadeloupe,2169,0.5920856418161676,0.49398244774562716,1.1985965179901656,0.3591516828031351,0.3462425080682342,0.2946058091286307,0.9640564826700898
Guatemala,2299,0.684773210973908,0.4579934507072586,1.4951593956560811,0.29534580252283604,0.29578077424967375,0.4088734232274902,1.0014727540500734
Guinea,1011,0.34521022291976206,0.5087108629857898,0.6785980957701803,0.2294757665677547,0.3630069238377844,0.4075173095944609,1.581896551724138
Honduras,1186,0.18879001126177786,0.15541728784023348,1.214729801847083,0.3102866779089376,0.40387858347386174,0.28583473861720066,1.3016304347826089
Hungary,104630,0.8419560243877162,0.7694080755251361,1.0942905997094776,0.2636050845837714,0.09579470515148619,0.6406002102647425,0.3634023421920887
Iceland,17449,0.788044795445436,0.6400472978909584,1.2312290014224718,0.3514241503811107,0.25795174508567825,0.39062410453321106,0.7340182648401826
India,1214410,0.8821969654655567,0.8729113459968748,1.0106375286691658,0.21690121128778583,0.08274964797720703,0.7003491407350071,0.3815084640878944
Indonesia,92685,0.7648433404119807,0.7627376710507408,1.0027606730874314,0.06255596914279549,0.3145816475157793,0.6228623833414253,5.028803035529494
Iran,520549,0.8389259189989451,0.7483625491043675,1.1210153688248603,0.16119327863467223,0.08175791328001783,0.7570488080853099,0.5072042331573491
Iraq,6682,0.6561944323438301,0.240843449366133,2.724568320503813,0.18452559114037714,0.3521400778210117,0.4633343310386112,1.908353609083536
Ireland,181472,0.852171249392201,0.5941986075986073,1.4341522152604222,0.31274797213895256,0.21522328513489683,0.4720287427261506,0.6881684433089595
Israel,225123,0.7523647216839422,0.6752296866875651,1.1142352543395624,0.28646117899992446,0.10329020135659173,0.6102486196434838,0.3605731209973794
Italy,1251079,0.8271503445647523,0.8197295536765795,1.0090527306901278,0.2136180049381374,0.08597858328690675,0.7004034117749559,0.4024875305422203
Jamaica,4653,0.03626078044626121,0.2457371327844623,0.1475592232862332,0.390715667311412,0.22243713733075435,0.38684719535783363,0.5693069306930693
Japan,1565285,0.8970247008850858,0.8992176316339647,0.9975612903131201,0.1762068888413292,0.07371501036552448,0.7500781007931463,0.4183435213585967
Jersey,2858,0.29524999666632434,0.7625352083133375,0.38719523170529,0.48915325402379284,0.44471658502449263,0.06613016095171449,0.9091559370529327
Jordan,29084,0.3717043510562455,0.3235287904101209,1.1489065643433307,0.23576536927520286,0.33217576674460186,0.4320588639801953,1.4089251859413738
Kazakhstan,13361,0.40855994979628957,0.21595275689488405,1.891895040706324,0.2889753760946037,0.27782351620387696,0.4332011077015194,0.9614089614089614
Kenya,33552,0.8788181870667382,0.9322562163135978,0.9426788169263505,0.21933118741058655,0.29005722460658084,0.4906115879828326,1.3224622910721566
Kuwait,10548,0.5205889082528741,0.27994497667590895,1.859611536646923,0.1863860447478195,0.39201744406522565,0.42159651118695485,2.1032553407934893
Kyrgyzstan,1820,0.3427357546874395,0.3173601876254689,1.0799582557970928,0.2664835164835165,0.3521978021978022,0.3813186813186813,1.3216494845360827
Laos,2285,0.6802290235882986,0.755176094244823,0.9007555042755008,0.25164113785557984,0.2814004376367615,0.4669584245076586,1.1182608695652174
Latvia,13038,0.4670312757891549,0.6527067127309119,0.7155300637787305,0.10768522779567419,0.0925755483969934,0.7997392238073324,0.8596866096866097
Lebanon,41158,0.1748152371202114,0.5102576219730129,0.3426019124305354,0.389353224160552,0.3066232567180135,0.3040235191214345,0.7875195007800312
Libya,1850,0.5141757771729766,0.16950289324368623,3.0334336325089777,0.28216216216216217,0.4221621621621622,0.29567567567567565,1.496168582375479
Liechtenstein,1503,0.6599664777814465,0.6306801895407526,1.046436036403838,0.26147704590818366,0.5043246839654025,0.23419827012641384,1.9287531806615774
Lithuania,30629,0.21727609525299474,0.5591002371234408,0.3886174264043882,0.1157073361846616,0.09301642234483659,0.7912762414705018,0.8038939051918735
Luxembourg,14421,0.7142192294033277,0.6010139111514842,1.1883572345853912,0.10928507038346855,0.6012065737466196,0.2895083558699119,5.501269035532996
Madagascar,7032,0.6881768655985047,0.6119448862265873,1.1245732762667302,0.41908418657565416,0.2754550625711035,0.3054607508532423,0.6572785883949779
Malawi,9237,0.546633091723564,0.8570266883647675,0.6378250515938497,0.26935152105662014,0.2914366136191404,0.43921186532423945,1.0819935691318328
Malaysia,193916,0.9327079158260515,0.866156301167043,1.0768355717892233,0.12527589265455147,0.2675127374739578,0.6072113698714907,2.135388795126168
Mali,4562,0.7664865398206802,0.45509099236805944,1.684248980258384,0.3838228846996931,0.2501096010521701,0.36606751424813677,0.6516276413478013
Malta,7516,0.408258457288051,0.3354505790073686,1.2170450219407225,0.38730707823310273,0.28166577967003725,0.33102714209686,0.7272414977670904
Martinique,1419,0.5409887399665405,0.2956893599175382,1.8295847375685461,0.4397463002114165,0.34249471458773784,0.21775898520084566,0.7788461538461539
Mauritania,2616,0.24706673090043998,0.12350361721192375,2.000481738737177,0.5359327217125383,0.3352446483180428,0.12882262996941896,0.6255349500713266
Mauritius,2996,0.164777167087081,0.9123378972688982,0.18060980211426572,0.2690253671562083,0.18925233644859812,0.5417222963951935,0.7034739454094292
Mexico,200934,0.7964741373159112,0.8060772919642755,0.9880865585172819,0.16671145749350533,0.16637801467148416,0.6669105278350105,0.997999880589886
Moldova,4111,0.47685822939470285,0.7913735517071495,0.6025703390845262,0.3546582340063245,0.1208951593286305,0.5244466066650451,0.340877914951989
Monaco,1601,0.3621330696699313,0.7968985658970122,0.45442806044242756,0.2004996876951905,0.5103060587133041,0.2891942535915053,2.5451713395638627
Mongolia,3302,0.5714680601415264,0.5274649346687331,1.083423792901852,0.13052695336159903,0.28497880072683224,0.5844942459115687,2.183294663573086
Montenegro,1916,0.31384162460755116,0.11889439231768198,2.6396671742850284,0.1080375782881002,0.1732776617954071,0.7186847599164927,1.603864734299517
Morocco,43257,0.256798230377245,0.24081968502080933,1.0663506613051792,0.10396005270823219,0.17026146057285527,0.7257784867189125,1.6377585056704471
Mozambique,4226,0.8074419192715478,0.5563495556799336,1.4513212260675679,0.19663984855655467,0.3696166587789872,0.4337434926644581,1.8796630565583632
Myanmar (Burma),2422,0.35033083130054066,0.289848059252503,1.2086706124719906,0.19611890999174236,0.5565648224607762,0.24731626754748143,2.837894736842105
Nepal,22228,0.8297767307262648,0.836095309823103,0.992442752611332,0.3016465718913083,0.19313478495591146,0.5052186431527803,0.6402684563758388
Netherlands,703548,0.900671339896351,0.9073911026562537,0.9925944140952765,0.22005037325100774,0.20191088596655807,0.5780387407824342,0.9175666597767673
New Caledonia,2209,0.834602918922649,0.7183806623880161,1.161783665150856,0.22770484382073336,0.4653689452240833,0.30692621095518335,2.043737574552684
New Zealand,177350,0.3806501589787319,0.35721312992321946,1.0656107715316905,0.2879898505779532,0.25248378911756414,0.4595263603044827,0.8767107195301028
Nicaragua,1262,0.25748165286872193,0.41218370173953645,0.6246769384186557,0.312202852614897,0.29635499207606975,0.39144215530903326,0.9492385786802031
Niger,1473,0.785321274618119,0.37436933754900603,2.0977179374775,0.3075356415478615,0.285132382892057,0.4073319755600815,0.9271523178807947
Nigeria,54290,0.5983102204918479,0.7324631871863289,0.8168468135445636,0.18533799963160802,0.10320501013077915,0.7114569902376128,0.5568475452196383
Norfolk Island,3607,0.6855527726385842,0.2772690277265101,2.4725183994037483,0.5752703077349598,0.3490435264762961,0.07568616578874411,0.6067469879518073
North Macedonia,5182,0.5487161102004741,0.25757409244746626,2.1303233760297067,0.16866074874565803,0.10362794287919722,0.7277113083751447,0.61441647597254
Norway,199266,0.8816344532026756,0.8702802926503718,1.0130465559753463,0.10392640992442263,0.30388024048257106,0.5921933495930063,2.92399439857067
Oman,12520,0.6551791697019292,0.40686959831579894,1.6102927631211228,0.1351437699680511,0.49185303514377,0.3730031948881789,3.639479905437353
Pakistan,131337,0.8668788006916717,0.9272523847141401,0.934889804526002,0.25934808926654335,0.19747672019309107,0.5431751905403657,0.761435030238976
Palestinian Territories,4655,0.5898983773581276,0.6234368842660092,0.9462038455627028,0.15424274973147153,0.44339419978517725,0.40236305048335125,2.8746518105849583
Panama,6308,0.6111025560917396,0.6210076052383109,0.9840500356790796,0.25586556753329104,0.5112555485098288,0.23287888395688014,1.9981412639405207
Papua New Guinea,1851,0.49802299517269305,0.6783255747380962,0.734194631191639,0.24959481361426256,0.3803349540788763,0.37007023230686115,1.523809523809524
Paraguay,1173,0.15471299500350183,0.44653935363045283,0.34647113125787177,0.23017902813299232,0.3495311167945439,0.42028985507246375,1.5185185185185186
Peru,22860,0.6534236926373866,0.5793280086463272,1.1278993642378752,0.31929133858267716,0.2426946631671041,0.43801399825021875,0.7601041238525825
Philippines,22322,0.7952689134419151,0.8085281312364745,0.9836007959620623,0.33303467431233763,0.282098378281516,0.3848669474061464,0.8470540758676351
Poland,330326,0.6662519172645245,0.5643481639933409,1.1805689462159499,0.1348213582945333,0.07901588128091643,0.7861627604245502,0.5860783653306387
Portugal,265904,0.7851619113220074,0.8138766723706949,0.964718535346337,0.16528897647271196,0.17884650099283952,0.6558645225344485,1.0820231621578575
Qatar,23244,0.565315921921352,0.2741826206187479,2.0618225934437553,0.06956633970056789,0.7100326966098778,0.22040096368955428,10.206555349412492
Réunion,2290,0.6594217135534095,0.6924498360192726,0.9523025051811207,0.3327510917030568,0.485589519650655,0.18165938864628822,1.4593175853018372
Romania,90813,0.8674991728840421,0.8933899080598184,0.9710196690804316,0.15311684450464141,0.1333179170383095,0.7135652384570491,0.8706939949658397
Russia,547471,0.7916180279194068,0.7730351201496645,1.0240388920055077,0.1281437738254629,0.06017670342356034,0.8116795227509768,0.4696030218801226
Rwanda,2855,0.6245198142361799,0.49844050182959354,1.2529475673501553,0.22521891418563922,0.36532399299474605,0.40945709281961473,1.6220839813374806
Saudi Arabia,138570,0.7602314356937121,0.7371330053641431,1.031335498697631,0.08130908566067692,0.6507613480551346,0.2679295662841885,8.003550190822757
Senegal,7930,0.6881398629622375,0.6329242062650907,1.0872389713501027,0.2471626733921816,0.28852459016393445,0.464312736443884,1.1673469387755102
Serbia,84039,0.9167770159143432,0.5743085423599145,1.596314434305953,0.1458965480312712,0.10360665881317008,0.7504967931555587,0.7101378354130985
Singapore,268547,0.8631300983584391,0.7913289426610914,1.0907349040664351,0.3141684695788819,0.30860892134337753,0.3772226090777406,0.9823039267977576
Slovakia,56402,0.4794729128225763,0.773300181100675,0.6200346573566292,0.2569589730860608,0.13540299989362078,0.6076380270203184,0.5269440419512867
Slovenia,51462,0.31264287335483854,0.7540634807155255,0.41461081374498326,0.12506315339473786,0.1223426994675683,0.7525941471376938,0.978247358607831
South Africa,185402,0.7955775909191503,0.7099545621525306,1.1206035334247544,0.17123871371398366,0.25832515291097186,0.5704361333750445,1.5085674688169335
South Korea,950747,0.8660455374492573,0.8646235033633686,1.0016446859012704,0.13336039976986516,0.16429607456031942,0.7023435256698154,1.2319704713231119
Spain,1004908,0.8004949522990842,0.8066016119725092,0.9924291501742831,0.20277776672093364,0.12293463680257297,0.6742875964764934,0.6062530364670491
Sri Lanka,18628,0.22641706324866664,0.07802089206665552,2.902005568652457,0.21322739961348508,0.24849688640755851,0.5382757139789565,1.1654078549848943
Sudan,5505,0.4319697317385829,0.7221786126408146,0.5981480539266938,0.3122615803814714,0.2296094459582198,0.4581289736603088,0.7353112274578243
Sweden,452422,0.7712686417840476,0.7772106732149561,0.9923546708303309,0.20413242503680193,0.24254125573026952,0.5533263192329285,1.1881564415185049
Switzerland,543900,0.8102689352564366,0.7719986144825041,1.049573043339704,0.23742232027946314,0.3585842985842986,0.4039933811362383,1.5103226106215248
Syria,3872,0.752042233615867,0.7592678886338438,0.9904833917960393,0.2618801652892562,0.36828512396694213,0.36983471074380164,1.406311637080868
Taiwan,426195,0.8602355576242396,0.8806025639391086,0.9768715114526089,0.11782165440702026,0.11903471415666537,0.7631436314363144,1.0102957283680174
Tanzania,16738,0.7392258843046663,0.2351122235303912,3.144140586161876,0.19972517624566855,0.23336121400406262,0.5669136097502688,1.1684116063416095
Thailand,145769,0.8915721300024806,0.5691247947998137,1.566567013331559,0.13519335386810638,0.2776379065507755,0.587168739581118,2.0536357639417466
Togo,1615,0.6730584501940816,0.4352091938895023,1.546517076486597,0.16037151702786379,0.2606811145510836,0.5789473684210527,1.6254826254826256
Trinidad & Tobago,3708,0.06033623496280548,0.3553586083659384,0.16978970972520496,0.3087918015102481,0.2586299892125135,0.4325782092772384,0.8375545851528385
Tunisia,71294,0.5265534348409572,0.6568383950409815,0.8016483792913848,0.1468005722781721,0.10793334642466407,0.7452660812971639,0.7352379132428817
Turkey,396834,0.7589618247251173,0.6589768283052049,1.1517276361250208,0.1099628560052818,0.08473568293039407,0.8053014610643241,0.7705845956413137
Uganda,20228,0.8454190507310058,0.8081683955189005,1.046092689863463,0.18963812537077318,0.19942653747280997,0.6109353371564169,1.0516162669447342
Ukraine,86826,0.7670062022001013,0.9255353143169596,0.8287163010804705,0.27838435491673,0.052795245663741275,0.6688203994195288,0.1896487526374581
United Arab Emirates,31256,0.7166193663032894,0.16762451068114384,4.2751466560069264,0.08727924238546199,0.7161185052469926,0.19660225236754544,8.20491202346041
United Kingdom,2322672,0.7980382827892358,0.8654884448715977,0.9220669409487394,0.24686826207058077,0.21780604407337756,0.5353256938560417,0.8822764102868186
United States,7631237,0.7357363874241037,0.8033372294457352,0.9158499823688331,0.14454484901989023,0.1859121922173299,0.6695429587627799,1.2861903656749973
Uruguay,17189,0.6926047557655314,0.7856876791476742,0.8815268129403269,0.23218337308743964,0.16615277212170573,0.6016638547908546,0.7156101227762466
Uzbekistan,5648,0.6947620954022757,0.6887614965105577,1.0087121578690426,0.24610481586402266,0.08109065155807366,0.6728045325779037,0.3294964028776978
Venezuela,14880,0.6414155689087178,0.8106449201261939,0.7912410884026362,0.4616263440860215,0.09650537634408603,0.4418682795698925,0.2090551754258262
Vietnam,38054,0.8109477919928677,0.646625130300654,1.2541235315364412,0.15031271351237716,0.42957376359909605,0.4201135228885268,2.857867132867133
Yemen,3327,0.4685040738108619,0.658882282912362,0.7110588430758847,0.3742110009017133,0.3742110009017133,0.2515779981965735,1
Zambia,5790,0.6981480828046749,0.8231748083142276,0.8481164337796077,0.21208981001727115,0.25647668393782386,0.531433506044905,1.20928338762215
Zimbabwe,8743,0.0503556955684153,0.6014837089552314,0.08371913456456273,0.3934576232414503,0.17431087727324718,0.43223149948530254,0.4430232558139535
NA,3231,0.3733433390972767,0.8284524613742206,0.4506514936028823,0.11234911792014857,0.6097183534509439,0.27793252862890744,5.426997245179063
